mountain,site,state,measure,year,id,species1,count,total_count,rel_freq,presence ,rel_point_count,species,mountain1
iroquois,T3,NY,point,2002,iroquois-T3-2002,Mineral Soil ,0,600,0,0,0,soil,Iroquois
iroquois,T3,NY,point,2007,iroquois-T3-2007,Mineral Soil ,0,600,0,0,0,soil,Iroquois
iroquois,T3,NY,point,2017,iroquois-T3-2017,Mineral Soil ,0,600,0,0,0,soil,Iroquois
wright ,T1,NY,point,1984,wright -T1-1984,Mineral Soil ,0,600,0,0,0,soil,Wright 
wright ,T1,NY,point,1994,wright -T1-1994,Mineral Soil ,0,600,0,0,0,soil,Wright 
wright ,T1,NY,point,2002,wright -T1-2002,Mineral Soil ,0,600,0,0,0,soil,Wright 
wright ,T2,NY,point,1994,wright -T2-1994,Mineral Soil ,0,600,0,0,0,soil,Wright 
wright ,T2,NY,point,2002,wright -T2-2002,Mineral Soil ,0,600,0,0,0,soil,Wright 
wright ,T2,NY,point,2007,wright -T2-2007,Mineral Soil ,0,600,0,0,0,soil,Wright 
wright ,T2,NY,point,2017,wright -T2-2017,Mineral Soil ,0,600,0,0,0,soil,Wright 
wright ,T3,NY,point,1994,wright -T3-1994,Mineral Soil ,0,575,0,0,0,soil,Wright 
wright ,T3,NY,point,2007,wright -T3-2007,Mineral Soil ,0,575,0,0,0,soil,Wright 
iroquois,T1,NY,point,2007,iroquois-T1-2007,Mineral Soil ,1,600,0.001666667,1,1,soil,Iroquois
wright ,T1,NY,point,2007,wright -T1-2007,Mineral Soil ,1,600,0.001666667,1,1,soil,Wright 
wright ,T2,NY,point,1984,wright -T2-1984,Mineral Soil ,1,600,0.001666667,1,1,soil,Wright 
wright ,T3,NY,point,2017,wright -T3-2017,Mineral Soil ,3,575,0.005217391,1,3,soil,Wright 
iroquois,T1,NY,point,2002,iroquois-T1-2002,Mineral Soil ,4,600,0.006666667,1,4,soil,Iroquois
wright ,T3,NY,point,2002,wright -T3-2002,Mineral Soil ,4,575,0.006956522,1,4,soil,Wright 
wright ,T3,NY,point,1984,wright -T3-1984,Mineral Soil ,8,600,0.013333333,1,8,soil,Wright 
algonquin,T1,NY,point,1984,algonquin-T1-1984,Minuartia groenlandica,0,600,0,0,0,Minuartia groenlandica,Algonquin
algonquin,T1,NY,point,1994,algonquin-T1-1994,Minuartia groenlandica,0,600,0,0,0,Minuartia groenlandica,Algonquin
algonquin,T1,NY,point,2002,algonquin-T1-2002,Minuartia groenlandica,0,600,0,0,0,Minuartia groenlandica,Algonquin
algonquin,T1,NY,point,2007,algonquin-T1-2007,Minuartia groenlandica,0,600,0,0,0,Minuartia groenlandica,Algonquin
algonquin,T1,NY,point,2017,algonquin-T1-2017,Minuartia groenlandica,0,600,0,0,0,Minuartia groenlandica,Algonquin
algonquin,T2,NY,point,1984,algonquin-T2-1984,Minuartia groenlandica,0,570,0,0,0,Minuartia groenlandica,Algonquin
algonquin,T2,NY,point,1994,algonquin-T2-1994,Minuartia groenlandica,0,600,0,0,0,Minuartia groenlandica,Algonquin
algonquin,T2,NY,point,2002,algonquin-T2-2002,Minuartia groenlandica,0,600,0,0,0,Minuartia groenlandica,Algonquin
algonquin,T2,NY,point,2007,algonquin-T2-2007,Minuartia groenlandica,0,600,0,0,0,Minuartia groenlandica,Algonquin
algonquin,T3,NY,point,1984,algonquin-T3-1984,Minuartia groenlandica,0,600,0,0,0,Minuartia groenlandica,Algonquin
algonquin,T3,NY,point,1994,algonquin-T3-1994,Minuartia groenlandica,0,600,0,0,0,Minuartia groenlandica,Algonquin
algonquin,T3,NY,point,2002,algonquin-T3-2002,Minuartia groenlandica,0,600,0,0,0,Minuartia groenlandica,Algonquin
algonquin,T3,NY,point,2007,algonquin-T3-2007,Minuartia groenlandica,0,600,0,0,0,Minuartia groenlandica,Algonquin
algonquin,T3,NY,point,2017,algonquin-T3-2017,Minuartia groenlandica,0,600,0,0,0,Minuartia groenlandica,Algonquin
AlpGard,T1,NH,line,1983,AlpGard-T1-1983,Minuartia groenlandica,4,8433,0.000474327,1,0,Minuartia groenlandica,Washington
AlpGard,T1,NH,line,2009,AlpGard-T1-2009,Minuartia groenlandica,0,8452,0,0,0,Minuartia groenlandica,Washington
AlpGard,T1,NH,line,2017,AlpGard-T1-2017,Minuartia groenlandica,0,8441,0,0,0,Minuartia groenlandica,Washington
iroquois,T1,NY,point,1984,iroquois-T1-1984,Minuartia groenlandica,0,600,0,0,0,Minuartia groenlandica,Iroquois
iroquois,T1,NY,point,1994,iroquois-T1-1994,Minuartia groenlandica,0,600,0,0,0,Minuartia groenlandica,Iroquois
iroquois,T2,NY,point,1984,iroquois-T2-1984,Minuartia groenlandica,0,600,0,0,0,Minuartia groenlandica,Iroquois
iroquois,T3,NY,point,1984,iroquois-T3-1984,Minuartia groenlandica,0,600,0,0,0,Minuartia groenlandica,Iroquois
iroquois,T3,NY,point,1994,iroquois-T3-1994,Minuartia groenlandica,0,600,0,0,0,Minuartia groenlandica,Iroquois
iroquois,T3,NY,point,2002,iroquois-T3-2002,Minuartia groenlandica,0,600,0,0,0,Minuartia groenlandica,Iroquois
iroquois,T3,NY,point,2007,iroquois-T3-2007,Minuartia groenlandica,0,600,0,0,0,Minuartia groenlandica,Iroquois
iroquois,T3,NY,point,2017,iroquois-T3-2017,Minuartia groenlandica,0,600,0,0,0,Minuartia groenlandica,Iroquois
wright ,T1,NY,point,1984,wright -T1-1984,Minuartia groenlandica,0,600,0,0,0,Minuartia groenlandica,Wright 
wright ,T1,NY,point,2002,wright -T1-2002,Minuartia groenlandica,0,600,0,0,0,Minuartia groenlandica,Wright 
wright ,T1,NY,point,2007,wright -T1-2007,Minuartia groenlandica,0,600,0,0,0,Minuartia groenlandica,Wright 
wright ,T2,NY,point,1984,wright -T2-1984,Minuartia groenlandica,0,600,0,0,0,Minuartia groenlandica,Wright 
wright ,T2,NY,point,1994,wright -T2-1994,Minuartia groenlandica,0,600,0,0,0,Minuartia groenlandica,Wright 
wright ,T2,NY,point,2002,wright -T2-2002,Minuartia groenlandica,0,600,0,0,0,Minuartia groenlandica,Wright 
wright ,T2,NY,point,2007,wright -T2-2007,Minuartia groenlandica,0,600,0,0,0,Minuartia groenlandica,Wright 
wright ,T2,NY,point,2017,wright -T2-2017,Minuartia groenlandica,0,600,0,0,0,Minuartia groenlandica,Wright 
wright ,T3,NY,point,2007,wright -T3-2007,Minuartia groenlandica,0,575,0,0,0,Minuartia groenlandica,Wright 
wright ,T3,NY,point,2017,wright -T3-2017,Minuartia groenlandica,0,575,0,0,0,Minuartia groenlandica,Wright 
iroquois,T1,NY,point,2007,iroquois-T1-2007,Minuartia groenlandica,1,600,0.001666667,1,1,Minuartia groenlandica,Iroquois
iroquois,T1,NY,point,2017,iroquois-T1-2017,Minuartia groenlandica,1,600,0.001666667,1,1,Minuartia groenlandica,Iroquois
iroquois,T2,NY,point,1994,iroquois-T2-1994,Minuartia groenlandica,1,600,0.001666667,1,1,Minuartia groenlandica,Iroquois
MtLaf,T1,NH,line,1983,MtLaf-T1-1983,Minuartia groenlandica,15,9024,0.001662234,1,1,Minuartia groenlandica,Lafayette
MtLaf,T3,NH,point,2024,MtLaf-T3-2024,Minuartia groenlandica,1,621,0.001610306,1,1,Minuartia groenlandica,Lafayette
wright ,T3,NY,point,1984,wright -T3-1984,Minuartia groenlandica,1,600,0.001666667,1,1,Minuartia groenlandica,Wright 
wright ,T3,NY,point,2002,wright -T3-2002,Minuartia groenlandica,1,575,0.00173913,1,1,Minuartia groenlandica,Wright 
AlpGard,T1,NH,line,2000,AlpGard-T1-2000,Minuartia groenlandica,32,8464,0.003780718,1,2,Minuartia groenlandica,Washington
iroquois,T1,NY,point,2002,iroquois-T1-2002,Minuartia groenlandica,2,600,0.003333333,1,2,Minuartia groenlandica,Iroquois
iroquois,T2,NY,point,2017,iroquois-T2-2017,Minuartia groenlandica,2,600,0.003333333,1,2,Minuartia groenlandica,Iroquois
MtLaf,T1,NH,line,2017,MtLaf-T1-2017,Minuartia groenlandica,32,9080,0.003524229,1,2,Minuartia groenlandica,Lafayette
wright ,T1,NY,point,1994,wright -T1-1994,Minuartia groenlandica,2,600,0.003333333,1,2,Minuartia groenlandica,Wright 
iroquois,T2,NY,point,2002,iroquois-T2-2002,Minuartia groenlandica,3,600,0.005,1,3,Minuartia groenlandica,Iroquois
wright ,T3,NY,point,1994,wright -T3-1994,Minuartia groenlandica,3,575,0.005217391,1,3,Minuartia groenlandica,Wright 
iroquois,T2,NY,point,2007,iroquois-T2-2007,Minuartia groenlandica,4,600,0.006666667,1,4,Minuartia groenlandica,Iroquois
MtLaf,T1,NH,point,2024,MtLaf-T1-2024,Minuartia groenlandica,5,621,0.00805153,1,5,Minuartia groenlandica,Lafayette
MtLaf,T1,NH,line,2000,MtLaf-T1-2000,Minuartia groenlandica,126,9094,0.013855289,1,8,Minuartia groenlandica,Lafayette
MtLaf,T1,NH,line,2009,MtLaf-T1-2009,Minuartia groenlandica,123,9105,0.013509061,1,8,Minuartia groenlandica,Lafayette
AlpGard,T1,NH,line,1983,AlpGard-T1-1983,Minuartia groenlandica,4,2685,0.001489758,1,1,Minuartia groenlandica,Washington
AlpGard,T1,NH,line,2000,AlpGard-T1-2000,Minuartia groenlandica,16,2685,0.005959032,1,4,Minuartia groenlandica,Washington
AlpGard,T3,NH,line,1989,AlpGard-T3-1989,Minuartia groenlandica,4,2853,0.001402033,1,1,Minuartia groenlandica,Washington
AlpGard,T3,NH,line,2000,AlpGard-T3-2000,Minuartia groenlandica,16,2853,0.005608132,1,4,Minuartia groenlandica,Washington
MtLaf,T1,NH,line,1989,MtLaf-T1-1989,Minuartia groenlandica,12,3025,0.003966942,1,3,Minuartia groenlandica,Lafayette
MtLaf,T1,NH,line,2017,MtLaf-T1-2017,Minuartia groenlandica,17,3025,0.005619835,1,4,Minuartia groenlandica,Lafayette
MtLaf,T1,NH,line,2000,MtLaf-T1-2000,Minuartia groenlandica,58,3025,0.019173554,1,12,Minuartia groenlandica,Lafayette
MtLaf,T1,NH,line,2009,MtLaf-T1-2009,Minuartia groenlandica,60,3025,0.019834711,1,12,Minuartia groenlandica,Lafayette
MtLaf,T2,NH,line,2017,MtLaf-T2-2017,Minuartia groenlandica,3,2992,0.001002674,1,1,Minuartia groenlandica,Lafayette
MtLaf,T2,NH,line,1983,MtLaf-T2-1983,Minuartia groenlandica,6,2992,0.002005348,1,2,Minuartia groenlandica,Lafayette
MtLaf,T2,NH,line,2000,MtLaf-T2-2000,Minuartia groenlandica,24,2992,0.00802139,1,5,Minuartia groenlandica,Lafayette
MtLaf,T2,NH,line,2009,MtLaf-T2-2009,Minuartia groenlandica,31,2992,0.010360963,1,7,Minuartia groenlandica,Lafayette
MtLaf,T2,NH,line,1989,MtLaf-T2-1989,Minuartia groenlandica,32,2992,0.010695187,1,7,Minuartia groenlandica,Lafayette
MtLaf,T3,NH,line,1983,MtLaf-T3-1983,Minuartia groenlandica,9,3007,0.002993016,1,2,Minuartia groenlandica,Lafayette
MtLaf,T3,NH,line,2017,MtLaf-T3-2017,Minuartia groenlandica,12,3007,0.003990688,1,3,Minuartia groenlandica,Lafayette
MtLaf,T3,NH,line,2009,MtLaf-T3-2009,Minuartia groenlandica,32,3007,0.010641836,1,7,Minuartia groenlandica,Lafayette
MtLaf,T3,NH,line,2000,MtLaf-T3-2000,Minuartia groenlandica,44,3007,0.014632524,1,9,Minuartia groenlandica,Lafayette
AlpGard,T1,NH,line,2017,AlpGard-T1-2017,Moss,22,8441,0.002606326,1,2,moss,Washington
AlpGard,T1,NH,line,2000,AlpGard-T1-2000,Moss,42,8464,0.004962193,1,3,moss,Washington
AlpGard,T1,NH,line,2009,AlpGard-T1-2009,Moss,38,8452,0.004495977,1,3,moss,Washington
AlpGard,T1,NH,line,1983,AlpGard-T1-1983,Moss,90,8433,0.010672359,1,6,moss,Washington
MtLaf,T1,NH,line,1983,MtLaf-T1-1983,Moss,356,9024,0.039450355,1,24,moss,Lafayette
MtLaf,T1,NH,line,2017,MtLaf-T1-2017,Moss,418,9080,0.046035242,1,28,moss,Lafayette
MtLaf,T1,NH,line,2000,MtLaf-T1-2000,Moss,442,9094,0.048603475,1,29,moss,Lafayette
MtLaf,T1,NH,line,2009,MtLaf-T1-2009,Moss,520,9105,0.057111477,1,34,moss,Lafayette
AlpGard,T1,NH,line,2009,AlpGard-T1-2009,moss,2,2685,0.000744879,1,1,moss,Washington
AlpGard,T1,NH,line,2000,AlpGard-T1-2000,moss,10,2685,0.003724395,1,3,moss,Washington
AlpGard,T1,NH,line,1983,AlpGard-T1-1983,moss,46,2685,0.017132216,1,11,moss,Washington
AlpGard,T2,NH,line,2017,AlpGard-T2-2017,moss,1,2895,0.000345423,1,1,moss,Washington
AlpGard,T3,NH,line,2000,AlpGard-T3-2000,moss,2,2853,0.000701016,1,1,moss,Washington
AlpGard,T3,NH,line,2017,AlpGard-T3-2017,moss,15,2853,0.005257624,1,4,moss,Washington
AlpGard,T3,NH,line,1983,AlpGard-T3-1983,moss,44,2853,0.015422362,1,10,moss,Washington
MtLaf,T1,NH,line,2009,MtLaf-T1-2009,moss,4,3025,0.001322314,1,1,moss,Lafayette
MtLaf,T1,NH,line,1989,MtLaf-T1-1989,moss,5,3025,0.001652893,1,1,moss,Lafayette
MtLaf,T2,NH,line,2000,MtLaf-T2-2000,moss,2,2992,0.000668449,1,1,moss,Lafayette
MtLaf,T3,NH,line,1983,MtLaf-T3-1983,moss,3,3007,0.000997672,1,1,moss,Lafayette
MtLaf,T3,NH,line,1989,MtLaf-T3-1989,moss,6,3007,0.001995344,1,2,moss,Lafayette
AlpGard,T1,NH,line,1983,AlpGard-T1-1983,Mushroom,0,8433,0,0,0,lichen,Washington
AlpGard,T1,NH,line,2000,AlpGard-T1-2000,Mushroom,0,8464,0,0,0,lichen,Washington
AlpGard,T1,NH,line,2009,AlpGard-T1-2009,Mushroom,0,8452,0,0,0,lichen,Washington
AlpGard,T1,NH,line,2017,AlpGard-T1-2017,Mushroom,1,8441,0.000118469,1,0,lichen,Washington
MtLaf,T1,NH,line,1983,MtLaf-T1-1983,Mushroom,0,9024,0,0,0,lichen,Lafayette
MtLaf,T1,NH,line,2000,MtLaf-T1-2000,Mushroom,0,9094,0,0,0,lichen,Lafayette
MtLaf,T1,NH,line,2009,MtLaf-T1-2009,Mushroom,0,9105,0,0,0,lichen,Lafayette
MtLaf,T1,NH,line,2017,MtLaf-T1-2017,Mushroom,0,9080,0,0,0,lichen,Lafayette
MtLaf,T1,NH,line,1983,MtLaf-T1-1983,Nabalus spp.,0,9024,0,0,0,Nabalus spp.,Lafayette
MtLaf,T1,NH,line,2000,MtLaf-T1-2000,Nabalus spp.,0,9094,0,0,0,Nabalus spp.,Lafayette
MtLaf,T1,NH,line,2009,MtLaf-T1-2009,Nabalus spp.,1,9105,0.00010983,1,0,Nabalus spp.,Lafayette
MtLaf,T1,NH,line,2017,MtLaf-T1-2017,Nabalus spp.,0,9080,0,0,0,Nabalus spp.,Lafayette
AlpGard,T1,NH,line,1983,AlpGard-T1-1983,Nabalus spp.,26,8433,0.003083126,1,2,Nabalus spp.,Washington
AlpGard,T1,NH,line,2009,AlpGard-T1-2009,Nabalus spp.,27,8452,0.00319451,1,2,Nabalus spp.,Washington
AlpGard,T1,NH,line,2017,AlpGard-T1-2017,Nabalus spp.,42,8441,0.004975714,1,3,Nabalus spp.,Washington
AlpGard,T1,NH,line,2000,AlpGard-T1-2000,Nabalus spp.,55,8464,0.00649811,1,4,Nabalus spp.,Washington
AlpGard,T1,NH,line,2009,AlpGard-T1-2009,Nabalus spp.,4,2685,0.001489758,1,1,Nabalus spp.,Washington
AlpGard,T1,NH,line,2000,AlpGard-T1-2000,Nabalus spp.,9,2685,0.003351955,1,3,Nabalus spp.,Washington
AlpGard,T1,NH,line,2017,AlpGard-T1-2017,Nabalus spp.,12,2685,0.004469274,1,3,Nabalus spp.,Washington
AlpGard,T3,NH,line,2009,AlpGard-T3-2009,Nabalus spp.,2,2853,0.000701016,1,1,Nabalus spp.,Washington
AlpGard,T3,NH,line,2000,AlpGard-T3-2000,Nabalus spp.,13,2853,0.004556607,1,3,Nabalus spp.,Washington
AlpGard,T3,NH,line,1983,AlpGard-T3-1983,Nabalus spp.,26,2853,0.009113214,1,6,Nabalus spp.,Washington
MtLaf,T2,NH,line,2009,MtLaf-T2-2009,Nabalus spp.,1,2992,0.000334225,1,1,Nabalus spp.,Lafayette
AlpGard,T1,NH,point,2024,AlpGard-T1-2024,Nabalus trifoliolata,1,541,0.001848429,1,1,Nabalus trifoliolata,Washington
AlpGard,T3,NH,point,2024,AlpGard-T3-2024,Nabalus trifoliolata,6,581,0.010327022,1,6,Nabalus trifoliolata,Washington
AlpGard,T1,NH,line,2017,AlpGard-T1-2017,Nabalus trifoliolata,1,2685,0.000372439,1,1,Nabalus trifoliolata,Washington
AlpGard,T3,NH,line,2009,AlpGard-T3-2009,Nabalus trifoliolata,21,2853,0.007360673,1,5,Nabalus trifoliolata,Washington
AlpGard,T3,NH,line,2017,AlpGard-T3-2017,Nabalus trifoliolata,29,2853,0.010164739,1,7,Nabalus trifoliolata,Washington
AlpGard,T3,NH,line,2000,AlpGard-T3-2000,Nabalus trifoliolata,33,2853,0.011566772,1,7,Nabalus trifoliolata,Washington
AlpGard,T1,NH,line,2009,AlpGard-T1-2009,Ochrolechia frigida,77,2685,0.02867784,1,18,Ochrolechia frigida,Washington
AlpGard,T1,NH,line,2017,AlpGard-T1-2017,Ochrolechia frigida,118,2685,0.043947858,1,27,Ochrolechia frigida,Washington
AlpGard,T2,NH,line,2009,AlpGard-T2-2009,Ochrolechia frigida,2,2895,0.000690846,1,1,Ochrolechia frigida,Washington
AlpGard,T2,NH,line,2017,AlpGard-T2-2017,Ochrolechia frigida,42,2895,0.014507772,1,9,Ochrolechia frigida,Washington
AlpGard,T3,NH,line,2009,AlpGard-T3-2009,Ochrolechia frigida,6,2853,0.002103049,1,2,Ochrolechia frigida,Washington
AlpGard,T3,NH,line,2017,AlpGard-T3-2017,Ochrolechia frigida,8,2853,0.002804066,1,2,Ochrolechia frigida,Washington
MtLaf,T1,NH,line,2017,MtLaf-T1-2017,Ochrolechia frigida,10,3025,0.003305785,1,2,Ochrolechia frigida,Lafayette
MtLaf,T1,NH,line,2009,MtLaf-T1-2009,Ochrolechia frigida,31,3025,0.010247934,1,7,Ochrolechia frigida,Lafayette
MtLaf,T2,NH,line,2009,MtLaf-T2-2009,Ochrolechia frigida,3,2992,0.001002674,1,1,Ochrolechia frigida,Lafayette
MtLaf,T2,NH,line,2017,MtLaf-T2-2017,Ochrolechia frigida,6,2992,0.002005348,1,2,Ochrolechia frigida,Lafayette
MtLaf,T3,NH,line,2017,MtLaf-T3-2017,Ochrolechia frigida,6,3007,0.001995344,1,2,Ochrolechia frigida,Lafayette
MtLaf,T3,NH,line,2009,MtLaf-T3-2009,Ochrolechia frigida,42,3007,0.013967409,1,9,Ochrolechia frigida,Lafayette
wright ,T2,NY,point,1994,wright -T2-1994,Organic Soil and/or ,2,600,0.003333333,1,2,soil,Wright 
wright ,T2,NY,point,2017,wright -T2-2017,Organic Soil and/or ,3,600,0.005,1,3,soil,Wright 
wright ,T1,NY,point,1994,wright -T1-1994,Organic Soil and/or ,7,600,0.011666667,1,7,soil,Wright 
wright ,T3,NY,point,2017,wright -T3-2017,Organic Soil and/or ,15,575,0.026086957,1,14,soil,Wright 
wright ,T2,NY,point,1984,wright -T2-1984,Organic Soil and/or ,16,600,0.026666667,1,16,soil,Wright 
wright ,T1,NY,point,1984,wright -T1-1984,Organic Soil and/or ,17,600,0.028333333,1,17,soil,Wright 
wright ,T2,NY,point,2007,wright -T2-2007,Organic Soil and/or ,17,600,0.028333333,1,17,soil,Wright 
wright ,T3,NY,point,2007,wright -T3-2007,Organic Soil and/or ,23,575,0.04,1,22,soil,Wright 
wright ,T1,NY,point,2007,wright -T1-2007,Organic Soil and/or ,26,600,0.043333333,1,26,soil,Wright 
wright ,T3,NY,point,2002,wright -T3-2002,Organic Soil and/or ,27,575,0.046956522,1,26,soil,Wright 
wright ,T3,NY,point,1994,wright -T3-1994,Organic Soil and/or ,34,575,0.059130435,1,33,soil,Wright 
wright ,T1,NY,point,2002,wright -T1-2002,Organic Soil and/or ,35,600,0.058333333,1,35,soil,Wright 
wright ,T2,NY,point,2002,wright -T2-2002,Organic Soil and/or ,40,600,0.066666667,1,40,soil,Wright 
wright ,T3,NY,point,1984,wright -T3-1984,Organic Soil and/or ,71,600,0.118333333,1,71,soil,Wright 
algonquin,T2,NY,point,1994,algonquin-T2-1994,Organic Soil and/or DOM,0,600,0,0,0,soil,Algonquin
algonquin,T1,NY,point,2017,algonquin-T1-2017,Organic Soil and/or DOM,3,600,0.005,1,3,soil,Algonquin
algonquin,T3,NY,point,2007,algonquin-T3-2007,Organic Soil and/or DOM,3,600,0.005,1,3,soil,Algonquin
algonquin,T1,NY,point,2007,algonquin-T1-2007,Organic Soil and/or DOM,4,600,0.006666667,1,4,soil,Algonquin
algonquin,T2,NY,point,2007,algonquin-T2-2007,Organic Soil and/or DOM,8,600,0.013333333,1,8,soil,Algonquin
algonquin,T1,NY,point,1994,algonquin-T1-1994,Organic Soil and/or DOM,11,600,0.018333333,1,11,soil,Algonquin
algonquin,T2,NY,point,1984,algonquin-T2-1984,Organic Soil and/or DOM,15,570,0.026315789,1,14,soil,Algonquin
algonquin,T1,NY,point,2002,algonquin-T1-2002,Organic Soil and/or DOM,17,600,0.028333333,1,17,soil,Algonquin
algonquin,T2,NY,point,2002,algonquin-T2-2002,Organic Soil and/or DOM,18,600,0.03,1,18,soil,Algonquin
algonquin,T3,NY,point,2002,algonquin-T3-2002,Organic Soil and/or DOM,22,600,0.036666667,1,22,soil,Algonquin
algonquin,T3,NY,point,2017,algonquin-T3-2017,Organic Soil and/or DOM,22,600,0.036666667,1,22,soil,Algonquin
iroquois,T1,NY,point,1984,iroquois-T1-1984,Organic Soil and/or DOM,23,600,0.038333333,1,23,soil,Iroquois
algonquin,T1,NY,point,1984,algonquin-T1-1984,Organic Soil and/or DOM,24,600,0.04,1,24,soil,Algonquin
iroquois,T3,NY,point,2007,iroquois-T3-2007,Organic Soil and/or DOM,24,600,0.04,1,24,soil,Iroquois
algonquin,T3,NY,point,1994,algonquin-T3-1994,Organic Soil and/or DOM,25,600,0.041666667,1,25,soil,Algonquin
iroquois,T2,NY,point,1984,iroquois-T2-1984,Organic Soil and/or DOM,26,600,0.043333333,1,26,soil,Iroquois
iroquois,T3,NY,point,2002,iroquois-T3-2002,Organic Soil and/or DOM,29,600,0.048333333,1,29,soil,Iroquois
iroquois,T1,NY,point,2017,iroquois-T1-2017,Organic Soil and/or DOM,33,600,0.055,1,33,soil,Iroquois
iroquois,T3,NY,point,1984,iroquois-T3-1984,Organic Soil and/or DOM,34,600,0.056666667,1,34,soil,Iroquois
iroquois,T3,NY,point,2017,iroquois-T3-2017,Organic Soil and/or DOM,40,600,0.066666667,1,40,soil,Iroquois
algonquin,T3,NY,point,1984,algonquin-T3-1984,Organic Soil and/or DOM,41,600,0.068333333,1,41,soil,Algonquin
iroquois,T3,NY,point,1994,iroquois-T3-1994,Organic Soil and/or DOM,43,600,0.071666667,1,43,soil,Iroquois
iroquois,T1,NY,point,2007,iroquois-T1-2007,Organic Soil and/or DOM,44,600,0.073333333,1,44,soil,Iroquois
iroquois,T2,NY,point,2002,iroquois-T2-2002,Organic Soil and/or DOM,53,600,0.088333333,1,53,soil,Iroquois
iroquois,T2,NY,point,2007,iroquois-T2-2007,Organic Soil and/or DOM,59,600,0.098333333,1,59,soil,Iroquois
iroquois,T2,NY,point,2017,iroquois-T2-2017,Organic Soil and/or DOM,60,600,0.1,1,60,soil,Iroquois
iroquois,T1,NY,point,2002,iroquois-T1-2002,Organic Soil and/or DOM,63,600,0.105,1,63,soil,Iroquois
iroquois,T2,NY,point,1994,iroquois-T2-1994,Organic Soil and/or DOM,65,600,0.108333333,1,65,soil,Iroquois
iroquois,T1,NY,point,1994,iroquois-T1-1994,Organic Soil and/or DOM,73,600,0.121666667,1,73,soil,Iroquois
AlpGard,T1,NH,line,2009,AlpGard-T1-2009,Organic/Soil,718,8452,0.084950308,1,51,soil,Washington
AlpGard,T1,NH,line,2017,AlpGard-T1-2017,Organic/Soil,739,8441,0.087548869,1,52,soil,Washington
MtLaf,T1,NH,line,1983,MtLaf-T1-1983,Organic/Soil,845,9024,0.093639184,1,56,soil,Lafayette
AlpGard,T1,NH,line,1983,AlpGard-T1-1983,Organic/Soil,846,8433,0.100320171,1,60,soil,Washington
MtLaf,T1,NH,line,2017,MtLaf-T1-2017,Organic/Soil,1074,9080,0.118281938,1,71,soil,Lafayette
MtLaf,T1,NH,line,2000,MtLaf-T1-2000,Organic/Soil,1124,9094,0.123597977,1,74,soil,Lafayette
AlpGard,T1,NH,line,2000,AlpGard-T1-2000,Organic/Soil,1136,8464,0.134215501,1,81,soil,Washington
MtLaf,T1,NH,line,2009,MtLaf-T1-2009,Organic/Soil,1929,9105,0.211861614,1,127,soil,Lafayette
algonquin,T1,NY,point,2017,algonquin-T1-2017,Picea mariana,0,600,0,0,0,Picea mariana,Algonquin
iroquois,T1,NY,point,2002,iroquois-T1-2002,Picea mariana,0,600,0,0,0,Picea mariana,Iroquois
iroquois,T2,NY,point,2002,iroquois-T2-2002,Picea mariana,0,600,0,0,0,Picea mariana,Iroquois
iroquois,T2,NY,point,2007,iroquois-T2-2007,Picea mariana,0,600,0,0,0,Picea mariana,Iroquois
iroquois,T1,NY,point,1984,iroquois-T1-1984,Picea mariana,1,600,0.001666667,1,1,Picea mariana,Iroquois
iroquois,T1,NY,point,1994,iroquois-T1-1994,Picea mariana,2,600,0.003333333,1,2,Picea mariana,Iroquois
iroquois,T2,NY,point,2017,iroquois-T2-2017,Picea mariana,2,600,0.003333333,1,2,Picea mariana,Iroquois
iroquois,T2,NY,point,1984,iroquois-T2-1984,Picea mariana,3,600,0.005,1,3,Picea mariana,Iroquois
iroquois,T2,NY,point,1994,iroquois-T2-1994,Picea mariana,3,600,0.005,1,3,Picea mariana,Iroquois
iroquois,T1,NY,point,2007,iroquois-T1-2007,Picea mariana,8,600,0.013333333,1,8,Picea mariana,Iroquois
algonquin,T2,NY,point,1984,algonquin-T2-1984,Picea mariana,11,570,0.019298246,1,10,Picea mariana,Algonquin
iroquois,T1,NY,point,2017,iroquois-T1-2017,Picea mariana,10,600,0.016666667,1,10,Picea mariana,Iroquois
algonquin,T3,NY,point,1984,algonquin-T3-1984,Picea mariana,12,600,0.02,1,12,Picea mariana,Algonquin
algonquin,T2,NY,point,2007,algonquin-T2-2007,Picea mariana,17,600,0.028333333,1,17,Picea mariana,Algonquin
algonquin,T3,NY,point,1994,algonquin-T3-1994,Picea mariana,17,600,0.028333333,1,17,Picea mariana,Algonquin
algonquin,T3,NY,point,2002,algonquin-T3-2002,Picea mariana,17,600,0.028333333,1,17,Picea mariana,Algonquin
algonquin,T1,NY,point,1984,algonquin-T1-1984,Picea mariana,20,600,0.033333333,1,20,Picea mariana,Algonquin
wright ,T2,NY,point,2017,wright -T2-2017,Picea mariana,20,600,0.033333333,1,20,Picea mariana,Wright 
algonquin,T3,NY,point,2017,algonquin-T3-2017,Picea mariana,21,600,0.035,1,21,Picea mariana,Algonquin
algonquin,T3,NY,point,2007,algonquin-T3-2007,Picea mariana,22,600,0.036666667,1,22,Picea mariana,Algonquin
wright ,T3,NY,point,2002,wright -T3-2002,Picea mariana,23,575,0.04,1,22,Picea mariana,Wright 
wright ,T3,NY,point,2017,wright -T3-2017,Picea mariana,23,575,0.04,1,22,Picea mariana,Wright 
